"scientific.name","common.name","iconic.taxon.name","observed.on","place.guess","latitude","longitude","positional.accuracy","user.login","user.id","captive.cultivated","url","image.url","source","checklist","count"
"Anas rubripes","american black duck","Aves",2023-01-21,"Acadia National Park, Birch Harbor US-ME (44.3619,-68.0417)",44.361896,-68.041678,NA,NA,NA,NA,"https://ebird.org/checklist/S126619702",NA,"eBird","S126619702",6
"Anas rubripes","american black duck","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",12
"Anas rubripes","american black duck","Aves",2023-01-21,"Acadia NP--Frazer Point",44.3754377,-68.0752723,NA,NA,NA,NA,"https://ebird.org/checklist/S126605370",NA,"eBird","S126605370",12
"Anas rubripes","american black duck","Aves",2023-01-20,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126576633",NA,"eBird","S126576633",2
"Anas rubripes","american black duck","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",7
"Anas rubripes","american black duck","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",29
"Anas rubripes","american black duck","Aves",2023-01-15,"Acadia NP--Sand Beach",44.3292206,-68.1822252,NA,NA,NA,NA,"https://ebird.org/checklist/S126224905",NA,"eBird","S126224905",14
"Corvus brachyrhynchos","american crow","Aves",2023-01-21,"Acadia NP--Frazer Point",44.3754377,-68.0752723,NA,NA,NA,NA,"https://ebird.org/checklist/S126605370",NA,"eBird","S126605370",2
"Corvus brachyrhynchos","american crow","Aves",2023-01-20,"42 Main St, Mount Desert US-ME 44.30191, -68.24102",44.301908,-68.241021,NA,NA,NA,NA,"https://ebird.org/checklist/S126583043",NA,"eBird","S126583043",2
"Corvus brachyrhynchos","american crow","Aves",2023-01-20,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126576633",NA,"eBird","S126576633",4
"Corvus brachyrhynchos","american crow","Aves",2023-01-19,"Seal Harbor",44.2959643,-68.2408261,NA,NA,NA,NA,"https://ebird.org/checklist/S126501953",NA,"eBird","S126501953",1
"Corvus brachyrhynchos","american crow","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",6
"Corvus brachyrhynchos","american crow","Aves",2023-01-18,"Acadia NP--Ocean Drive",44.3231322,-68.1873536,NA,NA,NA,NA,"https://ebird.org/checklist/S126437718",NA,"eBird","S126437718",4
"Corvus brachyrhynchos","american crow","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",7
"Corvus brachyrhynchos","american crow","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",13
"Haliaeetus leucocephalus","bald eagle","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",2
"Haliaeetus leucocephalus","bald eagle","Aves",2023-01-21,"Acadia NP--Frazer Point",44.3754377,-68.0752723,NA,NA,NA,NA,"https://ebird.org/checklist/S126605370",NA,"eBird","S126605370",1
"Haliaeetus leucocephalus","bald eagle","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",1
"Strix varia","barred owl","Aves",2023-01-19,"Acadia National Park, Bar Harbor US-ME 44.37747, -68.24515",44.377466,-68.245153,NA,NA,NA,NA,"https://ebird.org/checklist/S126512698",NA,"eBird","S126512698",1
"Cepphus grylle","black guillemot","Aves",2023-01-21,"Acadia NP--Schoodic Point",44.3324746,-68.0603456,NA,NA,NA,NA,"https://ebird.org/checklist/S126610967",NA,"eBird","S126610967",1
"Cepphus grylle","black guillemot","Aves",2023-01-19,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126500772",NA,"eBird","S126500772",3
"Cepphus grylle","black guillemot","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",3
"Cepphus grylle","black guillemot","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",2
"Melanitta americana","black scoter","Aves",2023-01-21,"Acadia NP--Schoodic Point",44.3324746,-68.0603456,NA,NA,NA,NA,"https://ebird.org/checklist/S126610967",NA,"eBird","S126610967",17
"Melanitta americana","black scoter","Aves",2023-01-19,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126500772",NA,"eBird","S126500772",16
"Melanitta americana","black scoter","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",44
"Melanitta americana","black scoter","Aves",2023-01-18,"Acadia NP--Ocean Drive",44.3231322,-68.1873536,NA,NA,NA,NA,"https://ebird.org/checklist/S126437718",NA,"eBird","S126437718",3
"Melanitta americana","black scoter","Aves",2023-01-15,"ACADIA NP",44.3207266,-68.1896245,NA,NA,NA,NA,"https://ebird.org/checklist/S126217254",NA,"eBird","S126217254",34
"Poecile atricapillus","black-capped chickadee","Aves",2023-01-21,"Acadia NP--Frazer Point",44.3754377,-68.0752723,NA,NA,NA,NA,"https://ebird.org/checklist/S126605370",NA,"eBird","S126605370",4
"Poecile atricapillus","black-capped chickadee","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",19
"Poecile atricapillus","black-capped chickadee","Aves",2023-01-18,"42 Main St, Mount Desert US-ME 44.30191, -68.24102",44.301908,-68.241021,NA,NA,NA,NA,"https://ebird.org/checklist/S126457288",NA,"eBird","S126457288",2
"Poecile atricapillus","black-capped chickadee","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",16
"Poecile atricapillus","black-capped chickadee","Aves",2023-01-15,"ACADIA NP",44.3207266,-68.1896245,NA,NA,NA,NA,"https://ebird.org/checklist/S126217254",NA,"eBird","S126217254",6
"Poecile atricapillus","black-capped chickadee","Aves",2023-01-15,"Acadia NP--Sand Beach",44.3292206,-68.1822252,NA,NA,NA,NA,"https://ebird.org/checklist/S126224905",NA,"eBird","S126224905",2
"Cyanocitta cristata","blue jay","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",1
"Cyanocitta cristata","blue jay","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Mytilus edulis","blue mussel","Mollusca",2023-01-19,"Winter Harbor, ME, USA",44.3318516667,-68.0609583333,NA,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918863","https://static.inaturalist.org/photos/252704950/medium.jpeg","iNaturalist",NA,1
"Bucephala albeola","bufflehead","Aves",2023-01-19,"Seal Harbor",44.2959643,-68.2408261,NA,NA,NA,NA,"https://ebird.org/checklist/S126501953",NA,"eBird","S126501953",4
"Bucephala albeola","bufflehead","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",13
"Bucephala albeola","bufflehead","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",21
"Bucephala albeola","bufflehead","Aves",2023-01-15,"ACADIA NP",44.3207266,-68.1896245,NA,NA,NA,NA,"https://ebird.org/checklist/S126217254",NA,"eBird","S126217254",1
"Somateria mollissima","common eider","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",6
"Somateria mollissima","common eider","Aves",2023-01-21,"Acadia NP--Schoodic Point",44.3324746,-68.0603456,NA,NA,NA,NA,"https://ebird.org/checklist/S126610967",NA,"eBird","S126610967",2
"Somateria mollissima","common eider","Aves",2023-01-20,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126576633",NA,"eBird","S126576633",12
"Somateria mollissima","common eider","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",12
"Somateria mollissima","common eider","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",26
"Somateria mollissima","common eider","Aves",2023-01-15,"ACADIA NP",44.3207266,-68.1896245,NA,NA,NA,NA,"https://ebird.org/checklist/S126217254",NA,"eBird","S126217254",18
"Bucephala clangula","common goldeneye","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",1
"Bucephala clangula","common goldeneye","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",1
"Bucephala clangula","common goldeneye","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",35
"Gavia immer","common loon","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",2
"Gavia immer","common loon","Aves",2023-01-21,"Acadia NP--Frazer Point",44.3754377,-68.0752723,NA,NA,NA,NA,"https://ebird.org/checklist/S126605370",NA,"eBird","S126605370",1
"Gavia immer","common loon","Aves",2023-01-20,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126576633",NA,"eBird","S126576633",1
"Gavia immer","common loon","Aves",2023-01-19,"Seal Harbor",44.2959643,-68.2408261,NA,NA,NA,NA,"https://ebird.org/checklist/S126501953",NA,"eBird","S126501953",2
"Gavia immer","common loon","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",16
"Gavia immer","common loon","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",7
"Gavia immer","common loon","Aves",2023-01-15,"Acadia NP--Sand Beach",44.3292206,-68.1822252,NA,NA,NA,NA,"https://ebird.org/checklist/S126224905",NA,"eBird","S126224905",3
"Gavia immer","common loon","Aves",2023-01-15,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126195056",NA,"eBird","S126195056",1
"Corvus corax","common raven","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",1
"Corvus corax","common raven","Aves",2023-01-19,"42 Main St, Mount Desert US-ME 44.30191, -68.24102",44.301908,-68.241021,NA,NA,NA,NA,"https://ebird.org/checklist/S126516128",NA,"eBird","S126516128",1
"Corvus corax","common raven","Aves",2023-01-18,"Ship Harbor Trail, Southwest Harbor, Maine, US (44.229, -68.322)",44.228531,-68.3215672,NA,NA,NA,NA,"https://ebird.org/checklist/S126423541",NA,"eBird","S126423541",2
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Xanthoria parietina","common sunburst lichen","Fungi",2023-01-19,"Winter Harbor, ME, USA",44.3535098212,-68.073255938,488,"jeffreyletourneau",2290812,"false","https://www.inaturalist.org/observations/146918860","https://static.inaturalist.org/photos/252704636/medium.jpeg","iNaturalist",NA,1
"Junco hyemalis","dark-eyed junco","Aves",2023-01-21,"Acadia NP--Blueberry Hill",44.3386398,-68.0454782,NA,NA,NA,NA,"https://ebird.org/checklist/S126619339",NA,"eBird","S126619339",1
"Junco hyemalis","dark-eyed junco","Aves",2023-01-20,"42 Main St, Mount Desert US-ME 44.30191, -68.24102",44.301908,-68.241021,NA,NA,NA,NA,"https://ebird.org/checklist/S126583043",NA,"eBird","S126583043",NA
"Junco hyemalis","dark-eyed junco","Aves",2023-01-20,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126576633",NA,"eBird","S126576633",35
"Junco hyemalis","dark-eyed junco","Aves",2023-01-19,"Seal Harbor",44.2959643,-68.2408261,NA,NA,NA,NA,"https://ebird.org/checklist/S126501953",NA,"eBird","S126501953",2
"Junco hyemalis","dark-eyed junco","Aves",2023-01-19,"Acadia NP--Otter Pt.",44.3072668,-68.1901217,NA,NA,NA,NA,"https://ebird.org/checklist/S126498095",NA,"eBird","S126498095",15
"Junco hyemalis","dark-eyed junco","Aves",2023-01-18,"Acadia NP--Ocean Drive",44.3231322,-68.1873536,NA,NA,NA,NA,"https://ebird.org/checklist/S126437718",NA,"eBird","S126437718",NA
"Junco hyemalis","dark-eyed junco","Aves",2023-01-17,"42 Main St, Mount Desert US-ME 44.30183, -68.24102",44.301828,-68.241017,NA,NA,NA,NA,"https://ebird.org/checklist/S126351345",NA,"eBird","S126351345",6
"Junco hyemalis","dark-eyed junco","Aves",2023-01-15,"ACADIA NP",44.3207266,-68.1896245,NA,NA,NA,NA,"https://ebird.org/checklist/S126217254",NA,"eBird","S126217254",5
"Dryobates pubescens","downy woodpecker","Aves",2023-01-17,"Acadia NP--Thompson Island",44.4267926,-68.3651733,NA,NA,NA,NA,"https://ebird.org/checklist/S126357365",NA,"eBird","S126357365",2
"Dryobates pubescens","downy woodpecker","Aves",2023-01-15,"Acadia NP--Thunder Hole",44.320651,-68.1887506,NA,NA,NA,NA,"https://ebird.org/checklist/S126224852",NA,"eBird","S126224852",1
"Blattella germanica","german cockroach","Insecta",2023-01-18,"Acadia National Park, Bar Harbor, ME, US",44.357045,-68.2634883333,4,"robon7",1716631,"false","https://www.inaturalist.org/observations/146849424","","iNaturalist",NA,1
"Blattella germanica","german cockroach","Insecta",2023-01-18,"Acadia National Park, Bar Harbor, ME, US",44.357045,-68.2634883333,4,"robon7",1716631,"false","https://www.inaturalist.org/observations/146849424","","iNaturalist",NA,1
"Blattella germanica","german cockroach","Insecta",2023-01-18,"Acadia National Park, Bar Harbor, ME, US",44.357045,-68.2634883333,4,"robon7",1716631,"false","https://www.inaturalist.org/observations/146849424","","iNaturalist",NA,1
